"","X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
"9686",9686,2020,"D33","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","118","Tam O'Shanter-Sullivan",1
"9687",9687,2019,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","64","Woodbine Corridor",301
"9688",9688,2021,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","15","Kingsway South",43
"9689",9689,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","18","New Toronto",1
"9690",9690,2022,"D43","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","134","Highland Creek",2
"9691",9691,2019,"D23","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","7","Willowridge-Martingrove-Richview",2
"9692",9692,2018,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","173","North Toronto",4
"9693",9693,2016,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","139","Scarborough Village",4
"9694",9694,2020,"D12","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","112","Beechborough-Greenbrook",124
"9695",9695,2016,"D31","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","27","York University Heights",11
"9696",9696,2016,"D52","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","168","Downtown Yonge East",7
"9697",9697,2020,"D42","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","148","East L'Amoreaux",2
"9698",9698,2017,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","136","West Hill",195
"9699",9699,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","NSA","NSA",2
"9700",9700,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","NSA","NSA",2
"9701",9701,2016,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","105","Lawrence Park North",7
"9702",9702,2020,"D23","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","8","Humber Heights-Westmount",2
"9703",9703,2017,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","48","Hillcrest Village",8
"9704",9704,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","129","Agincourt North",12
"9705",9705,2015,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","43","Victoria Village",113
"9706",9706,2018,"D23","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","2","Mount Olive-Silverstone-Jamestown",60
"9707",9707,2015,"D41","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","125","Ionview",12
"9708",9708,2019,"D14","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","81","Trinity-Bellwoods",60
"9709",9709,2019,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","NSA","NSA",6
"9710",9710,2016,"D11","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","90","Junction Area",1
"9711",9711,2019,"D14","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","164","Wellington Place",27
"9712",9712,2016,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","53","Henry Farm",1
"9713",9713,2018,"D11","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",33
"9714",9714,2018,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","103","Lawrence Park South",40
"9715",9715,2019,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","5","Elms-Old Rexdale",36
"9716",9716,2017,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","70","South Riverdale",3
"9717",9717,2014,"D51","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","168","Downtown Yonge East",4
"9718",9718,2018,"D14","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","163","Fort York-Liberty Village",1
"9719",9719,2020,"D14","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","163","Fort York-Liberty Village",572
"9720",9720,2017,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","98","Rosedale-Moore Park",2
"9721",9721,2021,"D12","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","23","Pelmo Park-Humberlea",12
"9722",9722,2022,"D11","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","83","Dufferin Grove",60
"9723",9723,2017,"D53","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","100","Yonge-Eglinton",2
"9724",9724,2017,"D41","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","120","Clairlea-Birchmount",62
"9725",9725,2022,"D52","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","168","Downtown Yonge East",3
"9726",9726,2014,"D14","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","162","West Queen West",1
"9727",9727,2019,"D41","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","119","Wexford/Maryvale",205
"9728",9728,2016,"D13","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","32","Englemount-Lawrence",11
"9729",9729,2014,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","67","Playter Estates-Danforth",55
"9730",9730,2018,"NSA","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","166","St Lawrence-East Bayfront-The Islands",1
"9731",9731,2022,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","134","Highland Creek",2
"9732",9732,2021,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","9","Edenbridge-Humber Valley",4
"9733",9733,2016,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","50","Newtonbrook East",440
"9734",9734,2015,"D52","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","168","Downtown Yonge East",2
"9735",9735,2015,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","34","Bathurst Manor",32
"9736",9736,2015,"D53","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","56","Leaside-Bennington",21
"9737",9737,2016,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","109","Caledonia-Fairbank",34
"9738",9738,2018,"D55","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","58","Old East York",136
"9739",9739,2018,"D31","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","155","Downsview",7
"9740",9740,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","105","Lawrence Park North",1
"9741",9741,2017,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","166","St Lawrence-East Bayfront-The Islands",1075
"9742",9742,2015,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","27","York University Heights",367
"9743",9743,2019,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","41","Bridle Path-Sunnybrook-York Mills",4
"9744",9744,2015,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","121","Oakridge",2
"9745",9745,2021,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","30","Brookhaven-Amesbury",28
"9746",9746,2014,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","106","Humewood-Cedarvale",2
"9747",9747,2017,"D11","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","86","Roncesvalles",1
"9748",9748,2016,"D32","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","NSA","NSA",1
